230;212;283
238;218;283
249;229;286
265;243;291
283;260;300
303;279;310
325;299;322
349;321;336
372;342;351
397;365;366
422;388;382
446;410;398
469;431;413
492;452;428
513;471;441
531;488;453
548;504;464
562;517;473
573;527;481
581;534;487
586;539;491
587;540;493
585;538;494
580;534;494
572;526;492
562;517;490
549;505;487
535;492;484
520;478;481
505;465;479
491;452;477
479;441;476
469;431;476
462;425;478
459;422;481
461;424;486
467;429;493
478;439;502
493;453;513
512;471;525
536;493;539
564;518;554
593;546;570
625;575;586
658;605;603
691;635;619
722;664;634
752;692;649
779;716;661
801;737;672
820;754;680
834;767;686
841;774;688
843;776;688
839;772;683
830;763;676
814;749;664
794;730;649
767;706;631
736;677;609
701;645;585
662;609;557
620;570;528
575;529;496
528;486;463
480;442;430
431;396;396
381;350;362
333;306;329
285;262;297
240;221;268
197;181;240
158;145;216
123;113;196
93;86;179
69;63;167
52;48;160
42;39;157
40;37;160
46;42;167
60;55;180
83;76;197
113;104;220
152;140;246
198;182;277
251;230;311
309;284;348
372;342;388
437;402;429
505;465;471
573;527;513
641;589;555
706;649;596
767;705;634
823;757;670
873;803;703
917;844;733
953;876;758
980;902;778
1000;920;794
1011;930;805
1014;933;811
1009;928;811
996;916;807
977;898;798
950;874;784
919;845;766
883;812;744
842;774;719
798;734;691
752;691;660
704;647;628
655;602;595
605;557;561
556;511;527
509;468;493
462;425;461
418;385;430
377;347;401
340;312;375
306;281;351
277;254;331
253;232;314
233;214;300
220;202;290
213;195;283
211;194;280
215;197;281
225;207;285
240;221;291
260;239;300
285;262;312
312;287;325
343;316;340
375;345;356
408;375;372
441;405;389
472;434;405
501;461;420
527;484;435
549;505;448
568;522;460
581;534;470
590;542;478
594;546;485
594;546;489
590;542;492
582;535;493
571;525;493
558;513;491
543;500;489
529;486;486
514;472;483
500;460;480
488;449;478
478;440;476
472;434;475
467;430;475
467;429;476
469;431;479
475;437;484
485;446;490
497;457;499
511;470;508
529;486;520
549;505;532
570;524;546
593;546;561
616;567;576
641;589;592
666;612;608
690;634;623
714;657;637
737;678;651
759;698;662
778;715;672
795;731;679
809;744;684
819;753;686
825;759;685
827;760;680
823;757;672
814;748;660
799;735;645
778;715;626
751;690;604
718;660;578
679;624;550
634;583;520
586;539;488
533;490;454
478;440;420
421;387;385
364;334;350
307;282;317
253;233;285
202;186;256
156;143;229
116;106;206
82;75;187
56;51;172
38;35;162
29;26;156
29;26;156
37;34;161
54;49;171
78;72;186
111;102;206
150;138;231
195;179;259
246;226;291
300;276;326
357;328;364
416;383;404
476;438;445
537;494;486
598;550;527
656;603;568
712;655;607
765;704;645
814;749;679
859;790;711
899;827;738
934;859;762
962;885;782
984;905;796
999;919;806
1007;926;811
1007;926;810
1000;920;805
985;906;795
963;886;781
935;860;762
899;827;739
858;789;713
811;746;684
760;699;652
706;649;619
650;598;585
593;545;550
535;492;515
480;442;481
428;393;448
379;349;418
335;308;389
298;274;364
266;244;341
241;222;322
223;205;307
212;195;295
208;191;286
211;194;282
219;201;281
233;214;283
251;231;289
273;251;296
298;274;307
324;298;319
351;323;333
379;348;348
406;373;363
433;398;379
457;420;395
480;441;410
499;459;424
517;476;438
532;489;450
545;501;461
555;510;470
562;517;478
567;521;484
569;523;488
570;524;491
568;522;492
564;519;492
558;513;491
552;507;490
544;500;487
535;492;485
525;483;482
516;474;480
505;465;478
497;457;477
488;449;477
482;443;479
479;440;481
477;439;486
480;441;492
485;446;500
495;455;510
508;467;521
526;483;534
548;504;548
572;526;563
600;552;579
630;579;596
662;609;612
694;638;628
725;667;643
756;695;656
784;721;668
808;743;677
828;762;684
843;776;688
852;783;689
854;786;686
850;782;680
838;771;670
820;754;656
794;730;639
763;702;618
726;668;594
684;629;567
639;587;538
589;542;507
538;494;474
486;447;440
433;398;405
381;350;371
330;303;337
282;259;305
237;218;275
195;179;247
158;145;223
127;116;201
100;92;184
79;73;171
64;59;162
56;51;159
55;50;160
61;56;166
73;67;177
93;85;193
119;109;214
153;141;239
193;177;268
239;219;300
290;266;336
347;319;374
407;374;414
470;432;456
535;492;498
601;553;540
666;613;581
729;670;620
789;726;657
845;777;692
895;823;722
938;863;749
973;895;772
1001;920;790
1019;937;803
1029;946;811
1028;946;813
1019;937;811
1002;922;803
977;898;790
945;869;774
906;833;753
863;793;728
815;749;700
764;703;670
712;655;638
659;606;605
606;557;570
555;510;536
505;465;502
459;422;470
416;383;438
377;346;409
342;314;382
311;286;358
286;263;337
265;243;320
248;228;305
237;218;294
231;212;287
229;211;283
232;213;282
239;220;285
250;230;290
266;244;298
285;262;309
307;282;321
331;304;335
358;329;350
386;355;366
415;382;382
445;409;398
473;435;414
500;460;429
525;483;442
548;504;455
566;520;466
581;534;475
592;545;483
598;550;488
600;552;492
597;549;494
590;543;495
580;534;494
567;521;492
552;507;489
535;492;486
518;476;483
502;461;479
486;447;477
473;435;475
463;425;474
457;420;475
454;418;477
456;419;481
463;425;486
474;436;494
489;449;503
508;467;514
530;488;527
555;510;541
582;535;556
611;562;572
640;588;588
669;615;604
697;641;620
724;666;635
748;688;648
770;708;661
789;726;671
804;740;679
815;750;684
822;756;686
825;759;686
823;757;682
817;751;674
805;741;663
789;725;649
767;706;631
741;682;610
711;654;585
676;621;558
636;585;529
593;546;498
546;502;465
497;457;431
445;409;397
393;361;362
340;313;329
288;264;297
237;218;267
189;174;239
146;134;215
108;99;194
75;69;177
50;46;165
33;30;158
25;23;155
26;23;158
36;33;166
54;50;179
82;75;197
118;108;220
161;148;247
211;194;278
267;246;313
328;301;350
391;359;390
457;420;431
522;480;473
587;540;515
650;598;556
711;654;596
766;705;634
818;752;670
863;793;703
903;830;731
936;861;756
962;885;777
982;903;792
994;914;803
999;919;809
997;917;810
989;909;806
974;896;797
953;876;784
926;852;766
894;822;745
857;788;720
815;750;692
770;708;662
722;664;630
671;617;596
619;569;562
566;520;527
514;472;493
463;425;461
413;380;429
368;338;400
326;299;373
290;266;349
258;237;329
233;214;312
215;198;298
204;188;288
200;184;282
203;186;280
212;195;280
226;208;285
247;227;292
271;249;301
299;275;313
330;303;327
361;332;342
394;362;358
426;391;374
455;419;390
483;444;406
508;467;421
529;486;435
547;503;448
560;515;459
569;523;469
574;528;477
577;530;483
